hour_starts_at,consumption_kwh,consumption_unit_price_eur,consumption_cost_eur,production_kwh,production_unit_price_eur,production_profit_eur
2025-01-01T00:00:00.000+01:00,0.536,0.1641486,0.0879836496,0,0.1641486,0
2025-01-01T01:00:00.000+01:00,0.704,0.1552188,0.1092740352,0,0.1552188,0
2025-01-01T02:00:00.000+01:00,0.741,0.152702,0.113152182,0,0.152702,0
2025-01-01T03:00:00.000+01:00,0.634,0.1516372,0.0961379848,0,0.1516372,0
2025-01-01T04:00:00.000+01:00,0.442,0.1484912,0.0656331104,0,0.1484912,0
2025-01-01T05:00:00.000+01:00,0.449,0.1476684,0.0663031116,0,0.1476684,0
2025-01-01T06:00:00.000+01:00,0.442,0.148588,0.065675896,0,0.148588,0
2025-01-01T07:00:00.000+01:00,0.551,0.1486243,0.0818919893,0,0.1486243,0
2025-01-01T08:00:00.000+01:00,1.701,0.1499553,0.2550739653,0,0.1499553,0
2025-01-01T09:00:00.000+01:00,1.156,0.1567434,0.1811953704,0,0.1567434,0
2025-01-01T10:00:00.000+01:00,1.246,0.1807256,0.2251840976,0,0.1807256,0
2025-01-01T11:00:00.000+01:00,0.716,0.1930313,0.1382104108,0,0.1930313,0
2025-01-01T12:00:00.000+01:00,0.327,0.2203894,0.0720673338,0,0.2203894,0
2025-01-01T13:00:00.000+01:00,0.51,0.2242856,0.114385656,0,0.2242856,0
2025-01-01T14:00:00.000+01:00,0.521,0.2045384,0.1065645064,0,0.2045384,0
2025-01-01T15:00:00.000+01:00,0.49,0.2082894,0.102061806,0,0.2082894,0
2025-01-01T16:00:00.000+01:00,1.137,0.1811128,0.2059252536,0,0.1811128,0
2025-01-01T17:00:00.000+01:00,0.718,0.2444321,0.1755022478,0,0.2444321,0
2025-01-01T18:00:00.000+01:00,1.098,0.2626184,0.2883550032,0,0.2626184,0
2025-01-01T19:00:00.000+01:00,1.2,0.2626184,0.31514208,0,0.2626184,0
2025-01-01T20:00:00.000+01:00,1.007,0.2462713,0.2479951991,0,0.2462713,0
2025-01-01T21:00:00.000+01:00,1.366,0.23111,0.31569626,0,0.23111,0
2025-01-01T22:00:00.000+01:00,1.055,0.2037761,0.2149837855,0,0.2037761,0
2025-01-01T23:00:00.000+01:00,0.663,0.1936484,0.1283888892,0,0.1936484,0
2025-01-02T00:00:00.000+01:00,0.583,0.2710158,0.1580022114,0,0.2710158,0
