hour_starts_at,consumption_kwh,consumption_unit_price_eur,consumption_cost_eur,production_kwh,production_unit_price_eur,production_profit_eur
2026-04-01T00:00:00.000+02:00,1.167,0.309756975,0.361486389825,0,0.284951975,0
2026-04-01T01:00:00.000+02:00,1.005,0.2920577,0.2935179885,0,0.2672527,0
2026-04-01T02:00:00.000+02:00,0.178,0.285478325,0.05081514185,0,0.260673325,0
2026-04-01T03:00:00.000+02:00,0.186,0.292260375,0.05436042975,0,0.267455375,0
2026-04-01T04:00:00.000+02:00,0.189,0.29844045,0.05640524505,0,0.27363545,0
2026-04-01T05:00:00.000+02:00,0.484,0.30939095,0.1497452198,0,0.28458595,0
2026-04-01T06:00:00.000+02:00,0.795,0.344961925,0.274244730375,0,0.320156925,0
2026-04-01T07:00:00.000+02:00,0.796,0.399768875,0.3182160245,0,0.374963875,0
2026-04-01T08:00:00.000+02:00,0.474,0.377625875,0.17899466475,0,0.352820875,0
2026-04-01T09:00:00.000+02:00,0.141,0.34318625,0.04838926125,0.323,0.31838125,0.10283714375
2026-04-01T10:00:00.000+02:00,0.028,0.30584565,0.0085636782,1.213,0.28104065,0.34090230845
2026-04-01T11:00:00.000+02:00,0.016,0.2918157,0.0046690512,2.002,0.2670107,0.5345554214
2026-04-01T12:00:00.000+02:00,0,0.27603125,0,3.08,0.25122625,0.77377685
2026-04-01T13:00:00.000+02:00,0.012,0.253110825,0.0030373299,3.029,0.228305825,0.691538343925
2026-04-01T14:00:00.000+02:00,0.007,0.2440449,0.0017083143,2.3,0.2192399,0.50425177
2026-04-01T15:00:00.000+02:00,0.003,0.251670925,0.000755012775,1.871,0.226865925,0.424466145675
2026-04-01T16:00:00.000+02:00,0.011,0.264224675,0.002906471425,1.827,0.239419675,0.437419746225
2026-04-01T17:00:00.000+02:00,0.323,0.2932556,0.0947215588,1.077,0.2684506,0.2891212962
2026-04-01T18:00:00.000+02:00,0.134,0.318541575,0.04268457105,1.951,0.293736575,0.573080057825
2026-04-01T19:00:00.000+02:00,0.374,0.361514725,0.13520650715,0.801,0.336709725,0.269704489725
2026-04-01T20:00:00.000+02:00,1.2,0.35281785,0.42338142,0,0.32801285,0
2026-04-01T21:00:00.000+02:00,1.457,0.3361864,0.4898235848,0,0.3113814,0
2026-04-01T22:00:00.000+02:00,1.36,0.319497475,0.434516566,0,0.294692475,0
2026-04-01T23:00:00.000+02:00,0.176,0.296446975,0.0521746676,0,0.271641975,0
2026-04-02T00:00:00.000+02:00,0.172,0.288509375,0.0496236125,0,0.263704375,0
2026-04-02T01:00:00.000+02:00,0.155,0.27963705,0.04334374275,0,0.25483205,0
2026-04-02T02:00:00.000+02:00,0.175,0.2737504,0.04790632,0,0.2489454,0
2026-04-02T03:00:00.000+02:00,0.181,0.266112275,0.048166321775,0,0.241307275,0
2026-04-02T04:00:00.000+02:00,0.185,0.264630025,0.048956554625,0,0.239825025,0
2026-04-02T05:00:00.000+02:00,0.166,0.279682425,0.04642728255,0,0.254877425,0
2026-04-02T06:00:00.000+02:00,0.253,0.316536,0.080083608,0,0.291731,0
2026-04-02T07:00:00.000+02:00,0.279,0.329262175,0.091864146825,0,0.304457175,0
