hour_starts_at,consumption_kwh,consumption_unit_price_eur,consumption_cost_eur,production_kwh,production_unit_price_eur,production_profit_eur
2025-09-01T00:00:00.000+02:00,0.366,0.2397615,0.087752709,0,0.2397615,0
2025-09-01T01:00:00.000+02:00,0.354,0.2445652,0.0865760808,0,0.2445652,0
2025-09-01T02:00:00.000+02:00,0.356,0.2418548,0.0861003088,0,0.2418548,0
2025-09-01T03:00:00.000+02:00,0.359,0.2320659,0.0833116581,0,0.2320659,0
2025-09-01T04:00:00.000+02:00,0.36,0.2327556,0.083792016,0,0.2327556,0
2025-09-01T05:00:00.000+02:00,0.362,0.2467432,0.0893210384,0,0.2467432,0
2025-09-01T06:00:00.000+02:00,0.148,0.2811193,0.0416056564,0,0.2811193,0
2025-09-01T07:00:00.000+02:00,0.083,0.2941752,0.0244165416,0.006,0.2941752,0.0017650512
2025-09-01T08:00:00.000+02:00,0.015,0.2839628,0.004259442,0.095,0.2839628,0.026976466
2025-09-01T09:00:00.000+02:00,0.005,0.257367,0.001286835,0.378,0.257367,0.097284726
2025-09-01T10:00:00.000+02:00,0.293,0.2357322,0.0690695346,0.47,0.2357322,0.110794134
2025-09-01T11:00:00.000+02:00,0.033,0.218405,0.007207365,1.248,0.218405,0.27256944
2025-09-01T12:00:00.000+02:00,0.007,0.1896433,0.0013275031,1.966,0.1896433,0.3728387278
2025-09-01T13:00:00.000+02:00,0,0.1732478,0,3.334,0.1732478,0.5776081652
2025-09-01T14:00:00.000+02:00,0.004,0.1715054,0.0006860216,3.848,0.1715054,0.6599527792
2025-09-01T15:00:00.000+02:00,0.003,0.1900184,0.0005700552,4.151,0.1900184,0.7887663784
2025-09-01T16:00:00.000+02:00,0,0.2232934,0,3.92,0.2232934,0.875310128
2025-09-01T17:00:00.000+02:00,0.096,0.2627152,0.0252206592,2.36,0.2627152,0.620007872
2025-09-01T18:00:00.000+02:00,0.265,0.2624974,0.069561811,0.905,0.2624974,0.237560147
2025-09-01T19:00:00.000+02:00,0.047,0.3478145,0.0163472815,0.288,0.3478145,0.100170576
2025-09-01T20:00:00.000+02:00,0.335,0.3610761,0.1209604935,0,0.3610761,0
2025-09-01T21:00:00.000+02:00,0.333,0.2875081,0.0957401973,0,0.2875081,0
2025-09-01T22:00:00.000+02:00,0.228,0.2667324,0.0608149872,0,0.2667324,0
2025-09-01T23:00:00.000+02:00,0.193,0.2496109,0.0481749037,0,0.2496109,0
2025-09-02T00:00:00.000+02:00,0.16,0.2517284,0.040276544,0,0.2517284,0
2025-09-02T01:00:00.000+02:00,0.149,0.2455816,0.0365916584,0,0.2455816,0
2025-09-02T02:00:00.000+02:00,0.15,0.2489212,0.03733818,0,0.2489212,0
2025-09-02T03:00:00.000+02:00,0.156,0.2455574,0.0383069544,0,0.2455574,0
2025-09-02T04:00:00.000+02:00,0.143,0.2484614,0.0355299802,0,0.2484614,0
2025-09-02T05:00:00.000+02:00,0.151,0.2614205,0.0394744955,0,0.2614205,0
2025-09-02T06:00:00.000+02:00,0.151,0.254947,0.038496997,0,0.254947,0
2025-09-02T07:00:00.000+02:00,0.079,0.285197,0.022530563,0.018,0.285197,0.005133546
2025-09-02T08:00:00.000+02:00,0.035,0.2655829,0.0092954015,0.419,0.2655829,0.1112792351
2025-09-02T09:00:00.000+02:00,0.016,0.2565684,0.0041050944,1.198,0.2565684,0.3073689432
2025-09-02T10:00:00.000+02:00,0.01,0.2543299,0.002543299,1.1,0.2543299,0.27976289
2025-09-02T11:00:00.000+02:00,7.253,0.2354176,1.7074838528,0.558,0.2354176,0.1313630208
