hour_starts_at,consumption_kwh,consumption_unit_price_eur,consumption_cost_eur,production_kwh,production_unit_price_eur,production_profit_eur
2025-08-01T00:00:00.000+02:00,0.148,0.2752871,0.0407424908,0,0.2752871,0
2025-08-01T01:00:00.000+02:00,0.138,0.2669018,0.0368324484,0,0.2669018,0
2025-08-01T02:00:00.000+02:00,0.146,0.2591699,0.0378388054,0,0.2591699,0
2025-08-01T03:00:00.000+02:00,1.199,0.2553705,0.3061892295,0,0.2553705,0
2025-08-01T04:00:00.000+02:00,0.304,0.2573791,0.0782432464,0,0.2573791,0
2025-08-01T05:00:00.000+02:00,0.161,0.265716,0.042780276,0,0.265716,0
2025-08-01T06:00:00.000+02:00,0.702,0.2738714,0.1922577228,0,0.2738714,0
2025-08-01T07:00:00.000+02:00,0.033,0.2783484,0.0091854972,0.103,0.2783484,0.0286698852
2025-08-01T08:00:00.000+02:00,0.156,0.2767028,0.0431656368,0.373,0.2767028,0.1032101444
2025-08-01T09:00:00.000+02:00,0.3,0.2731091,0.08193273,0.221,0.2731091,0.0603571111
2025-08-01T10:00:00.000+02:00,0.542,0.2661879,0.1442738418,0.844,0.2661879,0.2246625876
2025-08-01T11:00:00.000+02:00,0.007,0.2494294,0.0017460058,1.788,0.2494294,0.4459797672
2025-08-01T12:00:00.000+02:00,0.009,0.232078,0.002088702,1.61,0.232078,0.37364558
2025-08-01T13:00:00.000+02:00,0.006,0.215138,0.001290828,1.814,0.215138,0.390260332
2025-08-01T14:00:00.000+02:00,0.003,0.2012109,0.0006036327,1.627,0.2012109,0.3273701343
2025-08-01T15:00:00.000+02:00,0,0.1999525,0,2.375,0.1999525,0.4748871875
2025-08-01T16:00:00.000+02:00,0.006,0.2229667,0.0013378002,1.909,0.2229667,0.4256434303
2025-08-01T17:00:00.000+02:00,0.098,0.2403302,0.0235523596,1.74,0.2403302,0.418174548
2025-08-01T18:00:00.000+02:00,0.213,0.2566894,0.0546748422,1.412,0.2566894,0.3624454328
2025-08-01T19:00:00.000+02:00,0.492,0.2801755,0.137846346,0.234,0.2801755,0.065561067
2025-08-01T20:00:00.000+02:00,0.307,0.2906057,0.0892159499,0.002,0.2906057,0.0005812114
2025-08-01T21:00:00.000+02:00,0.475,0.2898555,0.1376813625,0,0.2898555,0
2025-08-01T22:00:00.000+02:00,0.467,0.2816396,0.1315256932,0,0.2816396,0
2025-08-01T23:00:00.000+02:00,0.444,0.2719717,0.1207554348,0,0.2719717,0
2025-08-02T00:00:00.000+02:00,0.348,0.273581,0.095206188,0,0.273581,0
2025-08-02T01:00:00.000+02:00,0.359,0.2669018,0.0958177462,0,0.2669018,0
2025-08-02T02:00:00.000+02:00,0.35,0.2624732,0.09186562,0,0.2624732,0
2025-08-02T03:00:00.000+02:00,0.354,0.2540758,0.0899428332,0,0.2540758,0
2025-08-02T04:00:00.000+02:00,0.658,0.2529747,0.1664573526,0,0.2529747,0
2025-08-02T05:00:00.000+02:00,1.032,0.2522124,0.2602831968,0,0.2522124,0
2025-08-02T06:00:00.000+02:00,0.302,0.25289,0.07637278,0,0.25289,0
2025-08-02T07:00:00.000+02:00,0.06,0.2454122,0.014724732,0.128,0.2454122,0.0314127616
2025-08-02T08:00:00.000+02:00,0.017,0.2390355,0.0040636035,0.24,0.2390355,0.05736852
2025-08-02T09:00:00.000+02:00,0.073,0.219978,0.016058394,0.071,0.219978,0.015618438
2025-08-02T10:00:00.000+02:00,0.013,0.1822623,0.0023694099,0.729,0.1822623,0.1328692167
2025-08-02T11:00:00.000+02:00,0.157,0.1545412,0.0242629684,0.872,0.1545412,0.1347599264
2025-08-02T12:00:00.000+02:00,3.099,0.1512379,0.4686862521,0.821,0.1512379,0.1241663159
2025-08-02T13:00:00.000+02:00,0.049,0.1476684,0.0072357516,2.365,0.1476684,0.349235766
2025-08-02T14:00:00.000+02:00,0.034,0.1476684,0.0050207256,1.408,0.1476684,0.2079171072
2025-08-02T15:00:00.000+02:00,0.55,0.1476684,0.08121762,0.507,0.1476684,0.0748678788
2025-08-02T16:00:00.000+02:00,0.449,0.1530408,0.0687153192,0.932,0.1530408,0.1426340256
2025-08-02T17:00:00.000+02:00,0.655,0.211145,0.138299975,0.459,0.211145,0.096915555
2025-08-02T18:00:00.000+02:00,0.185,0.2481952,0.045916112,0.361,0.2481952,0.0895984672
2025-08-02T19:00:00.000+02:00,0.075,0.2794495,0.0209587125,0.076,0.2794495,0.021238162
2025-08-02T20:00:00.000+02:00,0.178,0.2882099,0.0513013622,0.003,0.2882099,0.0008646297
2025-08-02T21:00:00.000+02:00,0.372,0.2807684,0.1044458448,0,0.2807684,0
2025-08-02T22:00:00.000+02:00,0.317,0.2749846,0.0871701182,0,0.2749846,0
2025-08-02T23:00:00.000+02:00,0.248,0.2657402,0.0659035696,0,0.2657402,0
2025-08-03T00:00:00.000+02:00,0.136,0.2515106,0.0342054416,0,0.2515106,0
2025-08-03T01:00:00.000+02:00,0.134,0.2414676,0.0323566584,0,0.2414676,0
2025-08-03T02:00:00.000+02:00,0.129,0.2366397,0.0305265213,0,0.2366397,0
2025-08-03T03:00:00.000+02:00,0.149,0.2274921,0.0338963229,0,0.2274921,0
2025-08-03T04:00:00.000+02:00,0.141,0.2235596,0.0315219036,0,0.2235596,0
2025-08-03T05:00:00.000+02:00,0.136,0.2202442,0.0299532112,0,0.2202442,0
2025-08-03T06:00:00.000+02:00,0.106,0.2042964,0.0216554184,0.002,0.2042964,0.0004085928
2025-08-03T07:00:00.000+02:00,0.022,0.1863884,0.0041005448,0.089,0.1863884,0.0165885676
2025-08-03T08:00:00.000+02:00,0.32,0.155122,0.04963904,0.472,0.155122,0.073217584
2025-08-03T09:00:00.000+02:00,0.071,0.1476684,0.0104844564,1.093,0.1476684,0.1614015612
2025-08-03T10:00:00.000+02:00,0.047,0.1464463,0.0068829761,1.618,0.1464463,0.2369501134
2025-08-03T11:00:00.000+02:00,0.38,0.1451274,0.055148412,1.151,0.1451274,0.1670416374
2025-08-03T12:00:00.000+02:00,0.121,0.1440384,0.0174286464,1.189,0.1440384,0.1712616576
2025-08-03T13:00:00.000+02:00,8.317,0.1356894,1.1285287398,0.035,0.1356894,0.004749129
2025-08-03T14:00:00.000+02:00,9.013,0.1354716,1.2210055308,0,0.1354716,0
2025-08-03T15:00:00.000+02:00,0.717,0.1416426,0.1015577442,2.196,0.1416426,0.3110471496
2025-08-03T16:00:00.000+02:00,0.09,0.1458534,0.013126806,1.697,0.1458534,0.2475132198
2025-08-03T17:00:00.000+02:00,1.472,0.151492,0.222996224,0.76,0.151492,0.11513392
2025-08-03T18:00:00.000+02:00,0.861,0.2277704,0.1961103144,0,0.2277704,0
2025-08-03T19:00:00.000+02:00,1.363,0.260271,0.354749373,0,0.260271,0
2025-08-03T20:00:00.000+02:00,0.748,0.269709,0.201742332,0,0.269709,0
2025-08-03T21:00:00.000+02:00,0.541,0.2639131,0.1427769871,0,0.2639131,0
2025-08-03T22:00:00.000+02:00,0.403,0.2654498,0.1069762694,0,0.2654498,0
2025-08-03T23:00:00.000+02:00,0.348,0.2506273,0.0872183004,0,0.2506273,0
2025-08-04T00:00:00.000+02:00,0.34,0.2457389,0.083551226,0,0.2457389,0
2025-08-04T01:00:00.000+02:00,0.328,0.2324531,0.0762446168,0,0.2324531,0
2025-08-04T02:00:00.000+02:00,0.348,0.2323321,0.0808515708,0,0.2323321,0
2025-08-04T03:00:00.000+02:00,0.356,0.2374746,0.0845409576,0,0.2374746,0
2025-08-04T04:00:00.000+02:00,0.337,0.2392533,0.0806283621,0,0.2392533,0
2025-08-04T05:00:00.000+02:00,0.245,0.2510629,0.0615104105,0,0.2510629,0
2025-08-04T06:00:00.000+02:00,0.082,0.2663452,0.0218403064,0.029,0.2663452,0.0077240108
2025-08-04T07:00:00.000+02:00,0.005,0.276848,0.00138424,0.25,0.276848,0.069212
2025-08-04T08:00:00.000+02:00,0.022,0.274791,0.006045402,0.698,0.274791,0.191804118
2025-08-04T09:00:00.000+02:00,0.014,0.2697816,0.0037769424,0.796,0.2697816,0.2147461536
2025-08-04T10:00:00.000+02:00,0.02,0.242484,0.00484968,0.693,0.242484,0.168041412
2025-08-04T11:00:00.000+02:00,0.018,0.2076118,0.0037370124,1.602,0.2076118,0.3325941036
2025-08-04T12:00:00.000+02:00,0.004,0.1638945,0.000655578,2.005,0.1638945,0.3286084725
2025-08-04T13:00:00.000+02:00,0,0.1525689,0,2.67,0.1525689,0.407358963
2025-08-04T14:00:00.000+02:00,0.157,0.1484549,0.0233074193,1.13,0.1484549,0.167754037
2025-08-04T15:00:00.000+02:00,0.102,0.1476926,0.0150646452,0.783,0.1476926,0.1156433058
2025-08-04T16:00:00.000+02:00,0.094,0.1612083,0.0151535802,0.824,0.1612083,0.1328356392
2025-08-04T17:00:00.000+02:00,0.015,0.1939872,0.002909808,0.223,0.1939872,0.0432591456
2025-08-04T18:00:00.000+02:00,1.24,0.2264152,0.280754848,0.01,0.2264152,0.002264152
