hour_starts_at,consumption_kwh,consumption_unit_price_eur,consumption_cost_eur,production_kwh,production_unit_price_eur,production_profit_eur
2025-11-01T00:00:00.000+01:00,0.73,0.208522325,0.15222129725,0,0.208522325,0
2025-11-01T01:00:00.000+01:00,0.18,0.18709625,0.033677325,0,0.18709625,0
2025-11-01T02:00:00.000+01:00,4.261,0.174230925,0.742397971425,0,0.174230925,0
2025-11-01T03:00:00.000+01:00,0.939,0.169796275,0.159438702225,0,0.169796275,0
2025-11-01T04:00:00.000+01:00,0.564,0.1655522,0.0933714408,0,0.1655522,0
2025-11-01T05:00:00.000+01:00,0.315,0.156462075,0.049285553625,0,0.156462075,0
2025-11-01T06:00:00.000+01:00,6.93,0.1573605,1.090508265,0,0.1573605,0
2025-11-01T07:00:00.000+01:00,3.286,0.1647899,0.5414996114,0,0.1647899,0
2025-11-01T08:00:00.000+01:00,0.19,0.180964575,0.03438326925,0,0.180964575,0
2025-11-01T09:00:00.000+01:00,0.17,0.1793704,0.030492968,0,0.1793704,0
2025-11-01T10:00:00.000+01:00,0.105,0.1698114,0.017830197,0.065,0.1698114,0.011037741
2025-11-01T11:00:00.000+01:00,0.01,0.166734975,0.00166734975,0.317,0.166734975,0.052854987075
2025-11-01T12:00:00.000+01:00,0.094,0.17309655,0.0162710757,0.079,0.17309655,0.01367462745
2025-11-01T13:00:00.000+01:00,7.776,0.185338725,1.4411939256,0.001,0.185338725,0.000185338725
2025-11-01T14:00:00.000+01:00,0.063,0.206241475,0.012993212925,0.059,0.206241475,0.012168247025
2025-11-01T15:00:00.000+01:00,0.199,0.21444225,0.04267400775,0.881,0.21444225,0.18892362225
2025-11-01T16:00:00.000+01:00,0.048,0.234156175,0.0112394964,0.908,0.234156175,0.2126138069
2025-11-01T17:00:00.000+01:00,0.5,0.249148075,0.1245740375,0,0.249148075,0
2025-11-01T18:00:00.000+01:00,1.673,0.25431175,0.42546355775,0,0.25431175,0
2025-11-01T19:00:00.000+01:00,1.689,0.250107,0.422430723,0,0.250107,0
2025-11-01T20:00:00.000+01:00,0.454,0.2435246,0.1105601684,0,0.2435246,0
2025-11-01T21:00:00.000+01:00,0.516,0.238518225,0.1230754041,0,0.238518225,0
2025-11-01T22:00:00.000+01:00,1.006,0.2412014,0.2426486084,0,0.2412014,0
2025-11-01T23:00:00.000+01:00,0.797,0.235783625,0.187919549125,0,0.235783625,0
2025-11-02T00:00:00.000+01:00,0.624,0.215963825,0.1347614268,0,0.215963825,0
2025-11-02T01:00:00.000+01:00,1.022,0.212793625,0.21747508475,0,0.212793625,0
2025-11-02T02:00:00.000+01:00,0.685,0.212479025,0.145548132125,0,0.212479025,0
2025-11-02T03:00:00.000+01:00,0.538,0.213979425,0.11512093065,0,0.213979425,0
2025-11-02T04:00:00.000+01:00,0.578,0.217778825,0.12587616085,0,0.217778825,0
2025-11-02T05:00:00.000+01:00,0.666,0.220083875,0.14657586075,0,0.220083875,0
2025-11-02T06:00:00.000+01:00,0.682,0.222691425,0.15187555185,0,0.222691425,0
2025-11-02T07:00:00.000+01:00,1.108,0.22677215,0.2512635422,0,0.22677215,0
2025-11-02T08:00:00.000+01:00,0.201,0.2298516,0.0462001716,0.019,0.2298516,0.0043671804
2025-11-02T09:00:00.000+01:00,0.261,0.229219375,0.059826256875,0.322,0.229219375,0.07380863875
