hour_starts_at,consumption_kwh,consumption_unit_price_eur,consumption_cost_eur,production_kwh,production_unit_price_eur,production_profit_eur
2024-10-13T00:00:00.000+02:00,0.205,0.156453,0.032072865,0,0.156453,0
2024-10-13T01:00:00.000+02:00,0.222,0.1564409,0.0347298798,0,0.1564409,0
2024-10-13T02:00:00.000+02:00,0.248,0.1563683,0.0387793384,0,0.1563683,0
2024-10-13T03:00:00.000+02:00,0.241,0.1560053,0.0375972773,0,0.1560053,0
2024-10-13T04:00:00.000+02:00,1.163,0.1558359,0.1812371517,0,0.1558359,0
2024-10-13T05:00:00.000+02:00,0.553,0.1563441,0.0864582873,0,0.1563441,0
2024-10-13T06:00:00.000+02:00,0.181,0.1564409,0.0283158029,0,0.1564409,0
2024-10-13T07:00:00.000+02:00,0.208,0.1585342,0.0329751136,0,0.1585342,0
2024-10-13T08:00:00.000+02:00,0.663,0.1781846,0.1181363898,0,0.1781846,0
2024-10-13T09:00:00.000+02:00,0.482,0.1683715,0.081155063,0.021,0.1683715,0.0035358015
2024-10-13T10:00:00.000+02:00,0.234,0.156453,0.036610002,0.06,0.156453,0.00938718
2024-10-13T11:00:00.000+02:00,0.03,0.144353,0.00433059,0.756,0.144353,0.109130868
2024-10-13T12:00:00.000+02:00,0.315,0.1442804,0.045448326,1.016,0.1442804,0.1465888864
2024-10-13T13:00:00.000+02:00,0.015,0.1443046,0.002164569,2.009,0.1443046,0.2899079414
2024-10-13T14:00:00.000+02:00,0.006,0.1528109,0.0009168654,2.464,0.1528109,0.3765260576
2024-10-13T15:00:00.000+02:00,0.03,0.1652618,0.004957854,1.477,0.1652618,0.2440916786
2024-10-13T16:00:00.000+02:00,0.264,0.1929224,0.0509315136,0.637,0.1929224,0.1228915688
2024-10-13T17:00:00.000+02:00,1.216,0.295603,0.359453248,0.059,0.295603,0.017440577
2024-10-13T18:00:00.000+02:00,0.559,0.3001284,0.1677717756,0,0.3001284,0
2024-10-13T19:00:00.000+02:00,1.087,0.3161367,0.3436405929,0,0.3161367,0
2024-10-13T20:00:00.000+02:00,1.258,0.2872177,0.3613198666,0,0.2872177,0
2024-10-13T21:00:00.000+02:00,1.384,0.277332,0.383827488,0,0.277332,0
2024-10-13T22:00:00.000+02:00,0.285,0.270193,0.077005005,0,0.270193,0
2024-10-13T23:00:00.000+02:00,0.19,0.265353,0.05041707,0,0.265353,0
2024-10-14T00:00:00.000+02:00,3.122,0.282293,0.881318746,0,0.282293,0
2024-10-14T01:00:00.000+02:00,3.497,0.265232,0.927516304,0,0.265232,0
2024-10-14T02:00:00.000+02:00,0.567,0.275033,0.155943711,0,0.275033,0
2024-10-14T03:00:00.000+02:00,0.598,0.270193,0.161575414,0,0.270193,0
2024-10-14T04:00:00.000+02:00,0.57,0.243573,0.13883661,0,0.243573,0
2024-10-14T05:00:00.000+02:00,3.038,0.231715,0.70395017,0,0.231715,0
2024-10-14T06:00:00.000+02:00,0.481,0.2759284,0.1327215604,0,0.2759284,0
2024-10-14T07:00:00.000+02:00,0.501,0.3143943,0.1575115443,0,0.3143943,0
2024-10-14T08:00:00.000+02:00,0.628,0.3417282,0.2146053096,0,0.3417282,0
2024-10-14T09:00:00.000+02:00,0.332,0.3084048,0.1023903936,0,0.3084048,0
2024-10-14T10:00:00.000+02:00,0.07,0.281083,0.01967581,0.086,0.281083,0.024173138
2024-10-14T11:00:00.000+02:00,0.039,0.2720443,0.0106097277,0.127,0.2720443,0.0345496261
2024-10-14T12:00:00.000+02:00,2.563,0.2672406,0.6849376578,0.285,0.2672406,0.076163571
2024-10-14T13:00:00.000+02:00,0.04,0.259303,0.01037212,0.448,0.259303,0.116167744
2024-10-14T14:00:00.000+02:00,4.688,0.2461866,1.1541227808,0.302,0.2461866,0.0743483532
2024-10-14T15:00:00.000+02:00,2.184,0.2633202,0.5750913168,2.336,0.2633202,0.6151159872
2024-10-14T16:00:00.000+02:00,0.386,0.2844589,0.1098011354,0.055,0.2844589,0.0156452395
2024-10-14T17:00:00.000+02:00,0.709,0.3482501,0.2469093209,0.471,0.3482501,0.1640257971
2024-10-14T18:00:00.000+02:00,0.852,0.458953,0.391027956,0,0.458953,0
2024-10-14T19:00:00.000+02:00,0.78,0.4750097,0.370507566,0,0.4750097,0
2024-10-14T20:00:00.000+02:00,0.601,0.347633,0.208927433,0,0.347633,0
2024-10-14T21:00:00.000+02:00,3.041,0.2939574,0.8939244534,0,0.2939574,0
2024-10-14T22:00:00.000+02:00,0.451,0.2770416,0.1249457616,0,0.2770416,0
2024-10-14T23:00:00.000+02:00,0.778,0.271161,0.210963258,0,0.271161,0
2024-10-15T00:00:00.000+02:00,3.49,0.265837,0.92777113,0,0.265837,0
2024-10-15T01:00:00.000+02:00,0.615,0.2606098,0.160275027,0,0.2606098,0
2024-10-15T02:00:00.000+02:00,0.555,0.2638526,0.146438193,0,0.2638526,0
2024-10-15T03:00:00.000+02:00,0.612,0.2581414,0.1579825368,0,0.2581414,0
2024-10-15T04:00:00.000+02:00,0.644,0.2531804,0.1630481776,0,0.2531804,0
2024-10-15T05:00:00.000+02:00,6.744,0.261723,1.765059912,0,0.261723,0
2024-10-15T06:00:00.000+02:00,3.893,0.289432,1.126758776,0,0.289432,0
2024-10-15T07:00:00.000+02:00,0.726,0.3693404,0.2681411304,0,0.3693404,0
2024-10-15T08:00:00.000+02:00,0.463,0.3635203,0.1683098989,0.009,0.3635203,0.0032716827
2024-10-15T09:00:00.000+02:00,0.077,0.2902064,0.0223458928,0.149,0.2902064,0.0432407536
2024-10-15T10:00:00.000+02:00,0.108,0.2686684,0.0290161872,0.028,0.2686684,0.0075227152
2024-10-15T11:00:00.000+02:00,0.192,0.2569435,0.049333152,0.623,0.2569435,0.1600758005
2024-10-15T12:00:00.000+02:00,0.002,0.2514017,0.0005028034,2.294,0.2514017,0.5767154998
2024-10-15T13:00:00.000+02:00,0.008,0.2425566,0.0019404528,3.475,0.2425566,0.842884185
2024-10-15T14:00:00.000+02:00,0,0.2411893,0,3.656,0.2411893,0.8817880808
2024-10-15T15:00:00.000+02:00,0.341,0.2500707,0.0852741087,2.932,0.2500707,0.7332072924
2024-10-15T16:00:00.000+02:00,0.414,0.2609123,0.1080176922,1.158,0.2609123,0.3021364434
2024-10-15T17:00:00.000+02:00,0.39,0.2970187,0.115837293,0.247,0.2970187,0.0733636189
2024-10-15T18:00:00.000+02:00,0.645,0.3163908,0.204072066,0,0.3163908,0
2024-10-15T19:00:00.000+02:00,0.832,0.2793043,0.2323811776,0,0.2793043,0
2024-10-15T20:00:00.000+02:00,0.492,0.249502,0.122754984,0,0.249502,0
2024-10-15T21:00:00.000+02:00,0.447,0.2368454,0.1058698938,0,0.2368454,0
2024-10-15T22:00:00.000+02:00,0.231,0.2281334,0.0526988154,0,0.2281334,0
